App No.	Attorney	Case Ref	Client	Applicant name	Status
1-2026-02727	Nguyễn Phi Long	IP/PR17474	YOU ME PATENT & LAW FIRM	LG ENERGY SOLUTION, LTD.	Requested
1-2026-02458	Nguyễn Thị Thanh Hoài	IP/PR17473	CCPIT Patent and Trademark Law Office	SHENZHEN ZHONGGE BIOLOGICAL TECHNOLOGY CO., LTD.	Filed
1-2026-02887	Nguyễn Ngọc Yến	IP/PR17472	NGB Corporation	DIC CORPORATION	Filed
	Phạm Hiếu Thắng	IP/PR17471	WeThePeople IP & Law Firm	LG ENERGY SOLUTION, LTD.	
	Nguyễn Ngọc Hà My	IP/PR17470	Hirota & Associates	AdipoSeeds, Inc.	
1-2026-01936	Nguyễn Hậu Sinh	IP/PR17469	Spruson & Ferguson (Asia) Pte Ltd	AXIOM FOODS, INC.	Filed
1-2026-02314	Nguyễn Thu Trang	IP/PR17468	Spruson & Ferguson (Asia) Pte Ltd	INTERNATIONAL N&H DENMARK APS	Filed
1-2026-01883	Trần Thị Thanh Giang	IP/PR17467/DV	YUN Intellectual Property Law	INDUSTRY ACADEMY COOPERATION FOUNDATION OF SEJONG UNIVERSITY	Requested
1-2026-02187	Phạm Thị Cúc - IP	IP/PR17466	Spruson & Ferguson (Asia) Pte Ltd	JUUL LABS, INC.	Filed
1-2026-02763	Nguyễn Ngọc Yến	IP/PR17465	Messer Group GmbH	MESSER SE & CO. KGAA	Filed
	Nguyễn Thị Thanh Hoài	IP/PR17464	FPA Patent Attorneys	RAGE BIOTECH PTY LTD	
	Trần Thị Hà	IP/PR17463	C&S Patent and Law Office	POSCO CO., LTD	
	Đặng Thị Phương Dung	IP/PR17462	Y.P. Lee, Mock & Partners	Samsung Display Co., Ltd.	
1-2026-02231	Trần Thị Hà	IP/PR17461	b.box for Kids	B.BOX FOR KIDS DEVELOPMENTS PTY LTD	Requested
1-2026-02230	Lã Thị Bích Ngọc	IP/PR17460/DV	Takashima International Patent Office (Osaka Office)	"SENJU PHARMACEUTICAL CO., LTD.
 MOCHIDA PHARMACEUTICAL CO., LTD."	Requested
1-2026-02724	Nguyễn Thùy Dương	IP/PR17459/H		W.R. GRACE & CO.-CONN.	Requested
	Nguyễn Phi Long	IP/PR17458	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	
1-2026-02363	Ngô Thị Phương Hoa	IP/PR17457	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02316	Nguyễn Thị Mỹ Hương	IP/PR17456	Y.P. Lee, Mock & Partners	HANMI PHARM. CO., LTD.	Filed
1-2026-01729	Ngô Lệ Quyên	IP/PR17455	DONALDSON & BURKINSHAW	BIOHAVEN THERAPEUTICS LTD.	Filed
1-2026-02110	Nguyễn Thùy Dương	IP/PR17454	Shiga International Patent Office	MITSUBISHI CHEMICAL CORPORATION	Requested
	Lã Thị Bích Ngọc	IP/PR17453	CCPIT Patent and Trademark Law Office	SICHUAN KELUN-BIOTECH BIOPHARMACEUTICAL CO., LTD.	
1-2026-02073	Nguyễn Vũ Nam	IP/PR17452	Viering, Jentschura & Partner LLP	"CHANGLI COUNTY XINGGUO PRECISION MACHINE PARTS CO., LTD.
 SHANGHAI UNIVERSITY"	Requested
1-2026-01760	Lê Trung Hiếu	IP/PR17451	Spruson & Ferguson (Asia) Pte Ltd	NETARX LLC	Filed
1-2025-09057	Lã Quỳnh Nga	IP/PR17450/CDD/DV	Spruson & Ferguson (Asia) Pte Ltd	LG ELECTRONICS INC.	Published
1-2025-09007	Lã Quỳnh Nga	IP/PR17449/CDD/DV	Spruson & Ferguson (Asia) Pte Ltd	LG ELECTRONICS INC.	Requested
1-2026-02067	Lê Quang Hải	IP/PR17448	Spruson & Ferguson (Asia) Pte Ltd	BOA TECHNOLOGY INC.	Filed
1-2026-02143	Lê Nguyệt Hạ Phượng	IP/PR17447	Spruson & Ferguson (Asia) Pte Ltd	AMGEN INC.	Filed
1-2026-01723	Nguyễn Ngọc Hà My	IP/PR17446	Spruson & Ferguson (Asia) Pte Ltd	TREELINE BIOSCIENCES, INC.	Requested
1-2026-02504	Đặng Thị Phương Dung	IP/PR17445	Pizzeys Patent and Trademark Attorneys	DIEBOLD NIXDORF INCORPORATED	Filed
1-2026-02960	Nguyễn Thùy Linh	IP/PR17444	Kwang & Jang Intellectual Property Law Firm	SAMSUNG ELECTRONICS CO., LTD.	Filed
	Nguyễn Xuân Sáng	IP/PR17443/US	TSUTSUI & ASSOCIATES		
1-2026-02364	Nguyễn Hoàng Anh	IP/PR17442	C&S Patent and Law Office	POSCO CO., LTD	Requested
1-2026-02369	Phạm Thị Cúc - IP	IP/PR17441	IKF International Patent Firm	GUNZE LIMITED	Filed
1-2026-02704	Nguyễn Phi Long	IP/PR17440	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
	Trần Thị Thanh Giang	IP/PR17439	SHIN & KIM LLC	Samsung Display Co., Ltd.	
	Lê Trung Hiếu	IP/PR17438	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	
1-2026-02455	Trần Thị Hà	IP/PR17437	MAEDA & PARTNERS	ShinMaywa Industries, Ltd.	Requested
1-2026-02725	Nguyễn Hoàng Anh	IP/PR17436	LEE & KIM Patent & Trademark Attorneys	Cuckoo Electronics Co., Ltd.	Filed
	Lê Thị Hồng	IP/PR17435	Hauptman Ham, LLP	"INNOJIN, INC.
 JUNTENDO EDUCATIONAL FOUNDATION"	
1-2026-02077	Ngô Thị Phương Hoa	IP/PR17434	WeThePeople IP & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01625	Đặng Thị Phương Dung	IP/PR17433/DV	Y.P. Lee, Mock & Partners	Samsung Display Co., Ltd.	Requested
1-2026-01728	Nguyễn Thị Thanh Hoài	IP/PR17432	Spruson & Ferguson (Asia) Pte Ltd	NEUROCRINE BIOSCIENCES, INC.	Filed
	Lê Trung Hiếu	IP/PR17431	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	
1-2026-02840	Nguyễn Vũ Nam	IP/PR17430	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	Requested
1-2026-01622	Lã Thị Bích Ngọc	IP/PR17429	Spruson & Ferguson (Asia) Pte Ltd	"SHANGHAI HANSOH BIOMEDICAL CO., LTD.
 JIANGSU HANSOH PHARMACEUTICAL GROUP CO., LTD."	Filed
1-2026-02672	Nguyễn Hoàng Anh	IP/PR17428	ORANGE	ORANGE	Filed
1-2026-01624	Trần Thị Thanh Giang	IP/PR17427	Lee & Kwon Intellectual Property Law Group	SAMSUNG ELECTRONICS CO., LTD.	Accepted
1-2026-02957	Nguyễn Thu Trang	IP/PR17426	Sino-Creativity Intellectual Property Law Firm	SICHUAN PURITY PHARMACEUTICAL CO., LTD.	Filed
1-2026-02415	Nguyễn Thùy Dương	IP/PR17425	AWA Denmark A/S	GEA LIQUID TECHNOLOGIES GERMANY GMBH	Filed
1-2026-01808	Đặng Thị Phương Dung	IP/PR17424	Spruson & Ferguson (Asia) Pte Ltd	THE LOVESAC COMPANY	Filed
	Nguyễn Ngọc Hà My	IP/PR17423	Spruson & Ferguson (Asia) Pte Ltd	NIPPON SHINYAKU CO., LTD.	
1-2026-01890	Nguyễn Thị Thái	IP/PR17422/DV	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Requested
1-2026-02312	Lê Quang Hải	IP/PR17421	Kwang & Jang Intellectual Property Law Firm	SAMSUNG ELECTRONICS CO., LTD.	Filed
1-2026-01991	Lã Quỳnh Nga	IP/PR17420	Dana Patent Law Firm	ORCHEM Co., Ltd.	Requested
	Trần Thị Hà	IP/PR17419	Clarivate Analytics (UK) Ltd	CATERPILLAR INC.	Abandoned
1-2026-02107	Nguyễn Thu Trang	IP/PR17418	YOU ME PATENT & LAW FIRM	DAEWOONG PHARMACEUTICAL CO., LTD.	Requested
1-2026-02229	Ngô Thu Hà	IP/PR17417	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02071	Nguyễn Thị Thái	IP/PR17416	Spruson & Ferguson (Asia) Pte Ltd	Lumitech Corporation	Requested
1-2026-02675	Phạm Hiếu Thắng	IP/PR17415	WeThePeople IP & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01688	Nguyễn Ngọc Yến	IP/PR17414	Spruson & Ferguson (Asia) Pte Ltd	UNIVERSITÉ LAVAL	Filed
1-2026-02226	Nguyễn Thùy Linh	IP/PR17413	YUN Intellectual Property Law	INDUSTRY ACADEMY COOPERATION FOUNDATION OF SEJONG UNIVERSITY	Filed
1-2026-01763	Phạm Thị Cúc - IP	IP/PR17412	Spruson & Ferguson (Asia) Pte Ltd	NORDSON CORPORATION	Accepted
	Nguyễn Thùy Linh	IP/PR17411	KORYO IP & LAW	Samsung Display Co., Ltd.	
1-2026-01435	Ngô Thu Hà	IP/PR17410/DV	Spruson & Ferguson (Asia) Pte Ltd	"CALICO LIFE SCIENCES LLC
 ABBVIE INC."	Requested
1-2026-01432	Nguyễn Hậu Sinh	IP/PR17409/DV	Pizzeys Patent & Trademark Attorneys Pty Ltd	REVOLUTION MEDICINES, INC. 	Requested
	Nguyễn Thị Thái	IP/PR17408	MAEDA & PARTNERS	DAIKIN INDUSTRIES, LTD.	
1-2026-01657	Lê Nguyệt Hạ Phượng	IP/PR17407	Spruson & Ferguson (Asia) Pte Ltd	GUANGZHOU LUPENG PHARMACEUTICAL CO., LTD.	Filed
1-2026-01770	Nguyễn Phi Long	IP/PR17406	YOU ME PATENT & LAW FIRM	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-02268	Ngô Lệ Quyên	IP/PR17405	Roche Diagnostics GmbH	F. HOFFMANN-LA ROCHE AG	Filed
1-2026-02074	Trần Thị Hà	IP/PR17404	Spruson & Ferguson (Asia) Pte Ltd	TSURUMI MANUFACTURING CO., LTD.	Requested
1-2026-01990	Nguyễn Thị Sao Mai	IP/PR17403	A.BRE.MAR. S.R.L.	"NEGRINI, Stefano
 DE LUCA, Francesco Paolo
 QUINZI, Vincenzo"	Filed
1-2026-02227	Phạm Hiếu Thắng	IP/PR17402	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01433	Nguyễn Thị Sao Mai	IP/PR17401/DV	Spruson & Ferguson (Asia) Pte Ltd	ADAMA Makhteshim Ltd.	Filed
1-2026-02018	Nguyễn Thu Trang	IP/PR17400	JunHe LLP	F. HOFFMANN-LA ROCHE AG	Filed
1-2026-02068	Nguyễn Ngọc Yến	IP/PR17399	Spruson & Ferguson (Asia) Pte Ltd	"AMGEN RESEARCH (MUNICH) GMBH
 AMGEN INC."	Filed
	Đặng Thị Phương Dung	IP/PR17398	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	
	Lê Trung Hiếu	IP/PR17397	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	
1-2026-02232	Nguyễn Hậu Sinh	IP/PR17396	MIZUKI Intellectual Property Attorneys	EBARA ENVIRONMENTAL PLANT CO., LTD.	Requested
1-2026-02608	Nguyễn Thị Mỹ Hương	IP/PR17395	Viering, Jentschura & Partner LLP	HUBEI MIDEA REFRIGERATOR CO., LTD.	Requested
1-2026-02370	Nguyễn Vũ Nam	IP/PR17394	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	Requested
1-2026-01685	Ngô Thị Phương Hoa	IP/PR17393	KIP Patent Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02191	Lã Thị Bích Ngọc	IP/PR17392	Shiga International Patent Office	THE NISSHIN OILLIO GROUP, LTD.	Requested
1-2026-02109	Nguyễn Hoàng Anh	IP/PR17391	Shiga International Patent Office	MITSUBISHI ELECTRIC CORPORATION	Requested
1-2026-01982	Phạm Hiếu Thắng	IP/PR17390	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01478	Nguyễn Ngọc Hà My	IP/PR17389	Spruson & Ferguson (Asia) Pte Ltd	COGENT BIOSCIENCES, INC.	Filed
	Nguyễn Thu Trang	IP/PV15	Henry Goh & Co Sdn Bhd		Abandoned
1-2026-01658	Lã Quỳnh Nga	IP/PR17387	Spruson & Ferguson (Asia) Pte Ltd	ZTE CORPORATION	Requested
	Lê Thị Hồng	IP/PR17386	KASAN IP & LAW FIRM	Samsung Display Co., Ltd.	
1-2026-01370	Lê Quang Hải	IP/PR17385	Spruson & Ferguson (Asia) Pte Ltd	GRABTAXI HOLDINGS PTE. LTD.	Filed
1-2026-02019	Phạm Hiếu Thắng	IP/PR17384	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01509	Nguyễn Thị Sao Mai	IP/PR17383	PLUS International IP Law Firm	BIZLINK.CO.,LTD	Filed
1-2026-02070	Nguyễn Thị Thanh Hoài	IP/PR17382	CMS Cameron McKenna Nabarro Olswang LLP	LYMA LIFE LIMITED	Filed
1-2026-02078	Nguyễn Thị Thanh Hoài	IP/PR17381	CMS Cameron McKenna Nabarro Olswang LLP	LYMA LIFE LIMITED	Filed
1-2026-02606	Trần Thị Thanh Giang	IP/PR17380	Y.P. Lee, Mock & Partners	Samsung Display Co., Ltd.	Filed
1-2026-02317	Lê Thị Hồng	IP/PR17379	Kwang & Jang Intellectual Property Law Firm	SAMSUNG ELECTRONICS CO., LTD.	Filed
	Phạm Thị Cúc - IP	IP/PR17378	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	
1-2026-01722	Nguyễn Phi Long	IP/PR17377	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01613	Trần Thị Thanh Giang	IP/PR17376	SEITER IP	USM U. Schärer Söhne AG	Filed
1-2026-01626	Nguyễn Thùy Linh	IP/PR17375	DCC Advanz Malaysia Sdn Bhd	ASHLEY FURNITURE INDUSTRIES, LLC	Accepted
1-2026-02414	Phạm Thị Cúc - IP	IP/PR17374	Silbet IP Firm	Tetsuya ITOH	Requested
2-2026-00168	Đặng Thị Phương Dung	IP/PR17373	P.C.& Associates	DAIKIN INDUSTRIES, LTD.	Requested
1-2026-01721	Ngô Thu Hà	IP/PR17372	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
	Nguyễn Hậu Sinh	IP/PR17371	JSC 'Reestr-Consulting'	LIMITED LIABILITY COMPANY BIOFARMAKHOLDING	
	Nguyễn Thị Thái	IP/PR17370	MAEDA & PARTNERS	DAIKIN INDUSTRIES, LTD.	Requested
1-2026-01287	Lã Quỳnh Nga	IP/PR17369	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Requested
1-2026-01349	Lê Quang Hải	IP/PR17368	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Requested
	Nguyễn Thị Thu Hiền	IP/PR17367	CÔNG TY CỔ PHẦN NGHIÊN CỨU PHÁT TRIỂN VÀ ỨNG DỤNG NGƯỜI MÁY VINROBOTICS	Tập đoàn Vingroup - Công ty CP	
1-2026-01150	Nguyễn Thùy Dương	IP/PR17366/DV	Spruson & Ferguson (Asia) Pte Ltd	"AMGEN RESEARCH (MUNICH) GMBH
 Amgen Inc."	Requested
1-2026-01983	Nguyễn Phi Long	IP/PR17365	WeThePeople IP & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01720	Ngô Thu Hà	IP/PR17364	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01477	Nguyễn Thị Thanh Hoài	IP/PR17363	PLUS International IP Law Firm	BIZLINK.CO.,LTD	Requested
1-2026-01227	Nguyễn Thu Trang	IP/PR17362/DV	Spruson & Ferguson (Asia) Pte Ltd	Genentech, Inc. 	Requested
1-2026-01809	Nguyễn Thị Sao Mai	IP/PR17361	FPA Patent Attorneys	GILEAD SCIENCES, INC.	Filed
1-2026-01768	Nguyễn Ngọc Hà My	IP/PR17360	Spruson & Ferguson (Asia) Pte Ltd	COGENT BIOSCIENCES, INC.	Filed
1-2025-09662	Trần Thị Hà	IP/PR17359/CDD	Spruson & Ferguson (Asia) Pte Ltd	Owens-Brockway Glass Container Inc.	Filed
1-2026-01039	Ngô Thị Phương Hoa	IP/PR17358/DV	Spruson & Ferguson (Asia) Pte Ltd	"ONO PHARMACEUTICAL CO., LTD.
 TOHOKU UNIVERSITY"	Requested
1-2026-02461	Ngô Thị Phương Hoa	IP/PR17357	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01986	Nguyễn Vũ Nam	IP/PR17356	ALLICI	BERTHAULT, François	Filed
1-2026-00985	Lã Thị Bích Ngọc	IP/PR17355/DV	Spruson & Ferguson (Asia) Pte Ltd	AD PHARMACEUTICALS CO., LTD.	Requested
1-2026-01762	Nguyễn Phi Long	IP/PR17354/DV	Angel Group Co., Ltd.	Angel Group Co., Ltd.	Requested
1-2026-01687	Phạm Hiếu Thắng	IP/PR17353	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02108	Lã Thị Bích Ngọc	IP/PR17352	RETWEB OÜ	"MOROZOV, Denis Anatolevich
 GLADKOV, Oleg Andreevich"	Requested
1-2026-01294	Nguyễn Thị Mỹ Hương	IP/PR17351/DV	Spruson & Ferguson (Asia) Pte Ltd	Integriculture Inc.	Requested
KH/P/2025/00048	Nguyễn Thị Thu Hiền	IP/PR17350/KH/CDD	Boult Wade Tennant LLP	Asia Pacific Resources International Holdings Ltd.	
1-2026-01730	Nguyễn Phi Long	IP/PR17349	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01771	Phạm Hiếu Thắng	IP/PR17348	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02315	Ngô Thu Hà	IP/PR17347	YOU ME PATENT & LAW FIRM	LG CHEM, LTD.	Requested
1-2026-01934	Nguyễn Thùy Dương	IP/PR17346	Pizzeys Patent and Trademark Attorneys	PARAGON THERAPEUTICS, INC.	Filed
1-2026-00954	Nguyễn Ngọc Yến	IP/PR17345/DV	Spruson & Ferguson (Asia) Pte Ltd	Incyte Corporation	Requested
1-2026-01300	Nguyễn Thị Thanh Hoài	IP/PR17344	TriLibra IP Law Firm	GUANGDONG JIANGWEI SENSOR TECHNOLOGY CO., LTD.	Requested
1-2026-02079	Nguyễn Ngọc Hà My	IP/PR17343	DONALDSON & BURKINSHAW	SINGAPORE POLYTECHNIC	Filed
1-2026-01726	Nguyễn Phi Long	IP/PR17342	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-02456	Nguyễn Xuân Sáng	IP/PR17341	K. J. LEE PATENT & TRADEMARK LAW FIRM	SAMSUNG ELECTRONICS CO., LTD.	Filed
1-2026-02611	Trần Ngọc Quang	IP/PR17340	K. J. LEE PATENT & TRADEMARK LAW FIRM	SAMSUNG ELECTRONICS CO., LTD.	Filed
1-2026-02188	Ngô Lệ Quyên	IP/PR17339	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Filed
	Nguyễn Thị Hoài Thơ	IP/PR17338	KORYO IP & LAW	Samsung Display Co., Ltd.	
1-2026-02144	Nguyễn Ngọc Yến	IP/PR17337	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Filed
1-2026-01766	Phạm Hiếu Thắng	IP/PR17336	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01764	Lê Nguyệt Hạ Phượng	IP/PR17335	Portal-International IPR Group	EION INTERNATIONAL LTD.	Filed
1-2026-01725	Ngô Thị Phương Hoa	IP/PR17334	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01719	Ngô Thị Phương Hoa	IP/PR17333	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
2-2026-00175	Trần Thị Hà	IP/PR17332	Zhifan IP Attorneys	DAIKIN INDUSTRIES, LTD.	Accepted
2-2026-00176	Đặng Thị Phương Dung	IP/PR17331	Zhifan IP Attorneys	DAIKIN INDUSTRIES, LTD.	Accepted
2-2026-00174	Đặng Thị Phương Dung	IP/PR17330	Zhifan IP Attorneys	DAIKIN INDUSTRIES, LTD.	Accepted
1-2026-01615	Phạm Thị Cúc - IP	IP/PR17329	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Requested
1-2026-01761	Ngô Lệ Quyên	IP/PR17328	Watson & Band	BAOSHAN IRON & STEEL CO., LTD.	Requested
1-2026-00911	Nguyễn Xuân Sáng	IP/PR17327/DV	QUS International Patent & Law Firm	" WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC. 
 SK TELECOM CO., LTD. "	Requested
1-2026-00984	Nguyễn Hậu Sinh	IP/PR17326	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Accepted
1-2026-00840	Lê Quang Hải	IP/PR17325/DV	KORYO IP & LAW	Samsung Display Co., Ltd. 	Requested
1-2026-01298	Nguyễn Thị Hoài Thơ	IP/PR17324	Watson & Band	SHANGHAI BAOSTEEL PACKAGING CO., LTD.	Requested
1-2026-01302	Nguyễn Thị Hoài Thơ	IP/PR17323	Watson & Band	SHANGHAI BAOSTEEL PACKAGING CO., LTD.	Requested
1-2026-01620	Phạm Hiếu Thắng	IP/PR17322	YOU ME PATENT & LAW FIRM	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01151	Phạm Hiếu Thắng	IP/PR17321	KIP Patent Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01534	Ngô Thu Hà	IP/PR17320	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01533	Nguyễn Phi Long	IP/PR17319	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-02190	Trần Thị Hà	IP/PR17318	PanKorea Patent & Law Firm	Samsung Display Co., Ltd.	Filed
1-2025-10409	Lã Quỳnh Nga	IP/PR17317/CDD/DV	Spruson & Ferguson (Asia) Pte Ltd	LG ELECTRONICS INC.	Published
1-2026-01619	Ngô Thị Phương Hoa	IP/PR17316	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01475	Ngô Thu Hà	IP/PR17315	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01411	Ngô Thu Hà	IP/PR17314	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01655	Nguyễn Thị Thái	IP/PR17313	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Requested
1-2026-00777	Lã Quỳnh Nga	IP/PR17312/DV	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Requested
1-2026-01616	Nguyễn Thu Trang	IP/PR17311	Spruson & Ferguson (Asia) Pte Ltd	MODIFI BIOSCIENCES, INC.	Filed
1-2026-02366	Trần Thị Hà	IP/PR17310	Co-horizon Intellectual Property Inc.	WONDER GREENER CO., LTD.	Requested
1-2026-00778	Nguyễn Vũ Nam	IP/PR17309/DV	Lee & Kwon Intellectual Property Law Group	SAMSUNG ELECTRONICS CO., LTD.	Requested
1-2026-01347	Ngô Thu Hà	IP/PR17308	KIP Patent Law Firm	LG ENERGY SOLUTION, LTD.	Accepted
1-2026-01286	Nguyễn Thị Mỹ Hương	IP/PR17307	Spruson & Ferguson (Asia) Pte Ltd	DREN BIO MANAGEMENT, INC.	Filed
1-2026-01412	Phạm Hiếu Thắng	IP/PR17306	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01348	Lã Thị Bích Ngọc	IP/PR17305	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Filed
1-2026-00883	Đặng Thị Phương Dung	IP/PR17304	Arjomand Law Group, PLLC	"Michael H. Panosian
 Joshua M. Keeler"	Requested
1-2026-01479	Nguyễn Thị Sao Mai	IP/PR17303	Spruson & Ferguson (Asia) Pte Ltd	INTERVET INTERNATIONAL B.V.	Accepted
1-2026-01686	Ngô Thu Hà	IP/PR17302	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02549	Lã Thị Bích Ngọc	IP/PR17301	Takaoka IP Law Office	KABUSHIKI KAISHA YAKULT HONSHA	Filed
1-2026-01305	Ngô Thu Hà	IP/PR17300	BAE, KIM & LEE IP	LG ENERGY SOLUTION, LTD.	Filed
	Nguyễn Xuân Sáng	IP/PR17299/US	TSUTSUI & ASSOCIATES	Renesas Electronics Corporation	
1-2026-01812	Nguyễn Hoàng Anh	IP/PR17298	SAKAI INTERNATIONAL PATENT OFFICE	MITSUBISHI ELECTRIC CORPORATION	Requested
	Nguyễn Thị Thu Hiền	IP/PR17297	CÔNG TY CỔ PHẦN NGHIÊN CỨU PHÁT TRIỂN VÀ ỨNG DỤNG NGƯỜI MÁY VINROBOTICS	Tập đoàn Vingroup - Công ty CP	
1-2026-01935	Nguyễn Thu Trang	IP/PR17296	King & Spalding LLP	BARYON INC.	Accepted
1-2026-00729	Nguyễn Vũ Nam	IP/PR17295	Phillips Ormonde Fitzpatrick	NITE IZE, INC.	Filed
	Trần Thị Hà	IP/PR17294	Clarivate Analytics (UK) Ltd		Abandoned
1-2026-01148	Phạm Thị Cúc - IP	IP/PR17293	Spruson & Ferguson (Asia) Pte Ltd	ADVANCED CHIP AND CIRCUIT MATERIALS, INC.	Accepted
1-2026-01040	Lã Quỳnh Nga	IP/PR17292	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Requested
	Nguyễn Thùy Linh	IP/PR17291	KORYO IP & LAW	Samsung Display Co., Ltd.	
1-2026-00639	Lê Nguyệt Hạ Phượng	IP/PR17290	Spruson & Ferguson (Asia) Pte Ltd	COGENT BIOSCIENCES, INC.	Filed
1-2026-00693	Nguyễn Thùy Linh	IP/PR17289/DV	KORYO IP & LAW	Samsung Display Co., Ltd.	Requested
1-2026-01149	Đặng Thị Phương Dung	IP/PR17288	Pizzeys Patent and Trademark Attorneys	SUNCAST TECHNOLOGIES, LLC	Filed
1-2026-01437	Nguyễn Phi Long	IP/PR17287	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01434	Nguyễn Phi Long	IP/PR17286	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-02313	Nguyễn Hậu Sinh	IP/PR17285	F. HOFFMANN-LA ROCHE AG	F. HOFFMANN-LA ROCHE AG	Filed
1-2026-00903	Trần Thị Hà	IP/PR17284/DV2	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Requested
1-2026-00901	Trần Thị Hà	IP/PR17283/DV1	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Requested
1-2026-01430	Phạm Hiếu Thắng	IP/PR17282	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01431	Ngô Thị Phương Hoa	IP/PR17281	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01429	Phạm Hiếu Thắng	IP/PR17280	PHIL & ONZI Int'l Patent & Law Firm	LG ENERGY SOLUTION, LTD.	Filed
1-2026-01621	Nguyễn Thùy Dương	IP/PR17279	Viering, Jentschura & Partner LLP	JIANGSU HENGRUI PHARMACEUTICALS CO., LTD.	Accepted
